Date,Open,High,Low,Close,Volume,Adj Close
2016-11-01,2128.679932,2131.449951,2097.850098,2111.719971,9064320000,2111.719971
2016-10-03,2164.330078,2169.600098,2114.719971,2126.149902,3672334700,2126.149902
2016-09-01,2171.330078,2187.870117,2119.120117,2168.27002,3878265700,2168.27002
2016-08-01,2173.149902,2193.810059,2147.580078,2170.949951,3451160800,2170.949951
2016-07-01,2099.340088,2177.090088,2074.02002,2173.600098,3678454500,2173.600098
2016-06-01,2093.939941,2120.550049,1991.680054,2098.860107,4157978100,2098.860107
2016-05-02,2067.169922,2103.47998,2025.910034,2096.949951,3971333800,2096.949951
2016-04-01,2056.620117,2111.050049,2033.800049,2065.300049,4087129000,2065.300049
2016-03-01,1937.089966,2072.209961,1937.089966,2059.73999,4379759000,2059.73999
2016-02-01,1936.939941,1962.959961,1810.099976,1932.22998,4881887000,1932.22998
2016-01-04,2038.199951,2038.199951,1812.290039,1940.23999,5153017800,1940.23999
2015-12-01,2082.929932,2104.27002,1993.26001,2043.939941,3922935900,2043.939941
2015-11-02,2080.76001,2116.47998,2019.390015,2080.409912,4007931000,2080.409912
2015-10-01,1919.650024,2094.320068,1893.699951,2079.360107,4095504500,2079.360107
2015-09-01,1970.089966,2020.859985,1871.910034,1920.030029,4024497100,1920.030029
2015-08-03,2104.48999,2112.659912,1867.01001,1972.180054,4216280400,1972.180054
2015-07-01,2067.00,2132.820068,2044.02002,2103.840088,3709178600,2103.840088
2015-06-01,2108.639893,2129.870117,2056.320068,2063.110107,3513296300,2063.110107
2015-05-01,2087.379883,2134.719971,2067.929932,2107.389893,3455756000,2107.389893
2015-04-01,2067.629883,2125.919922,2048.379883,2085.51001,3521458000,2085.51001
2015-03-02,2105.22998,2117.52002,2039.689941,2067.889893,3638745400,2067.889893
2015-02-02,1996.670044,2119.590088,1980.900024,2104.50,3806470500,2104.50
2015-01-02,2058.899902,2072.360107,1988.119995,1994.98999,4091934500,1994.98999
2014-12-01,2065.780029,2093.550049,1972.560059,2058.899902,3788631300,2058.899902
2014-11-03,2018.209961,2075.76001,2001.01001,2067.560059,3479201500,2067.560059
2014-10-01,1971.439941,2018.189941,1820.660034,2018.050049,4260310800,2018.050049
2014-09-02,2004.069946,2019.26001,1964.040039,1972.290039,3364623800,1972.290039
2014-08-01,1929.800049,2005.040039,1904.780029,2003.369995,2875718500,2003.369995
2014-07-01,1962.290039,1991.390015,1930.670044,1930.670044,3214440400,1930.670044
2014-06-02,1923.869995,1968.170044,1915.97998,1960.22998,3158130000,1960.22998
2014-05-01,1884.390015,1924.030029,1859.790039,1923.569946,3185100900,1923.569946
2014-04-01,1873.959961,1897.280029,1814.359985,1883.949951,3589287600,1883.949951
2014-03-03,1857.680054,1883.969971,1834.439941,1872.339966,3579015700,1872.339966
2014-02-03,1782.680054,1867.920044,1737.920044,1859.449951,3875949400,1859.449951
2014-01-02,1845.859985,1850.839966,1770.449951,1782.589966,3806266600,1782.589966
2013-12-02,1806.550049,1849.439941,1767.98999,1848.359985,3203412300,1848.359985
2013-11-01,1758.699951,1813.550049,1746.199951,1805.810059,3261324500,1805.810059
2013-10-01,1682.410034,1775.219971,1646.469971,1756.540039,3498866500,1756.540039
2013-09-03,1635.949951,1729.859985,1633.410034,1681.550049,3474152000,1681.550049
2013-08-01,1689.420044,1709.670044,1627.469971,1632.969971,3069868600,1632.969971
2013-07-01,1609.780029,1698.780029,1604.569946,1685.72998,3270645900,1685.72998
2013-06-03,1631.709961,1654.189941,1560.329956,1606.280029,3996199000,1606.280029
2013-05-01,1597.550049,1687.180054,1581.280029,1630.73999,3661220400,1630.73999
2013-04-01,1569.180054,1597.569946,1536.030029,1597.569946,3674685000,1597.569946
2013-03-01,1514.680054,1570.280029,1501.47998,1569.189941,3591577500,1569.189941
2013-02-01,1498.109985,1530.939941,1485.01001,1514.680054,3851884200,1514.680054
2013-01-02,1426.189941,1509.939941,1426.189941,1498.109985,3802304200,1498.109985
2012-12-03,1416.339966,1448.00,1398.109985,1426.189941,3479625500,1426.189941
2012-11-01,1412.199951,1434.27002,1343.349976,1416.180054,3593110000,1416.180054
2012-10-01,1440.900024,1470.959961,1403.280029,1412.160034,3587115700,1412.160034
